Time,Joint_angle,chamber_1_pressure_bar,chamber_2_pressure_bar
18:01:34,0.865,0.305,0.295
18:01:34,0.88,0.364,0.315
18:01:34,0.718,0.305,0.305
18:01:34,0.797,0.355,0.295
18:01:34,0.842,0.295,0.305
18:01:34,0.867,0.335,0.295
18:01:35,0.656,0.364,0.315
18:01:35,0.539,0.315,0.325
18:01:35,0.301,0.305,0.345
18:01:35,0.393,0.315,0.305
18:01:35,0.612,0.305,0.325
18:01:35,0.738,0.355,0.315
18:01:35,0.81,0.335,0.315
18:01:35,0.62,0.305,0.355
18:01:35,0.741,0.345,0.305
18:01:35,0.811,0.305,0.325
18:01:36,0.85,0.364,0.315
18:01:36,0.872,0.295,0.315
18:01:36,0.884,0.325,0.295
18:01:36,0.891,0.295,0.345
18:01:36,0.669,0.345,0.315
18:01:36,0.77,0.335,0.295
18:01:36,0.658,0.364,0.315
18:01:36,0.763,0.335,0.295
18:01:36,0.824,0.325,0.305
18:01:37,0.457,0.335,0.325
18:01:37,0.654,0.315,0.335
18:01:37,0.761,0.325,0.295
18:01:37,0.823,0.345,0.315
18:01:37,0.857,0.305,0.335
18:01:37,0.876,0.305,0.295
18:01:37,0.489,0.305,0.315
18:01:37,0.442,0.305,0.295
18:01:37,0.644,0.325,0.315
18:01:37,0.756,0.295,0.315
18:01:38,0.819,0.295,0.295
18:01:38,0.684,0.285,0.305
18:01:38,0.382,0.335,0.335
18:01:38,0.383,0.295,0.315
18:01:38,0.611,0.295,0.295
18:01:38,0.569,0.315,0.305
18:01:38,0.492,0.315,0.335
18:01:38,0.672,0.295,0.295
18:01:38,0.607,0.305,0.325
18:01:39,0.737,0.335,0.285
18:01:39,0.638,0.305,0.295
18:01:39,0.528,0.295,0.325
18:01:39,0.519,0.325,0.335
18:01:39,0.687,0.295,0.285
18:01:39,0.779,0.315,0.325
18:01:39,0.831,0.285,0.315
18:01:39,0.862,0.345,0.335
18:01:39,0.878,0.305,0.295
18:01:39,0.888,0.285,0.285
18:01:40,0.893,0.335,0.305
18:01:40,0.896,0.285,0.305
18:01:40,0.898,0.305,0.315
18:01:40,0.899,0.285,0.305
18:01:40,0.899,0.364,0.335
18:01:40,0.513,0.305,0.315
18:01:40,0.68,0.295,0.305
18:01:40,0.777,0.305,0.315
18:01:40,0.83,0.315,0.295
18:01:40,0.631,0.325,0.295
18:01:41,0.748,0.335,0.315
18:01:41,0.814,0.295,0.285
18:01:41,0.622,0.325,0.335
18:01:41,0.519,0.285,0.305
18:01:41,0.293,0.305,0.325
18:01:41,0.555,0.364,0.305
18:01:41,0.709,0.295,0.305
18:01:41,0.791,0.295,0.285
18:01:41,0.838,0.295,0.335
18:01:42,0.865,0.285,0.295
18:01:42,0.709,0.335,0.315
18:01:42,0.4,0.345,0.305
18:01:42,0.616,0.285,0.325
18:01:42,0.575,0.295,0.305
18:01:42,0.718,0.345,0.295
18:01:42,0.797,0.305,0.315
18:01:42,0.842,0.335,0.315
18:01:42,0.641,0.295,0.325
18:01:42,0.527,0.335,0.315
18:01:43,0.69,0.315,0.285
18:01:43,0.781,0.325,0.335
18:01:43,0.832,0.305,0.305
18:01:43,0.861,0.305,0.325
18:01:43,0.878,0.295,0.315
18:01:43,0.888,0.325,0.295
18:01:43,0.893,0.325,0.285
18:01:43,0.722,0.295,0.295
18:01:43,0.801,0.315,0.295
18:01:43,0.614,0.345,0.285
18:01:44,0.738,0.295,0.325
18:01:44,0.407,0.285,0.295
18:01:44,0.399,0.285,0.285
18:01:44,0.616,0.325,0.325
18:01:44,0.349,0.315,0.315
18:01:44,0.593,0.325,0.325
18:01:44,0.504,0.295,0.285
18:01:44,0.675,0.345,0.335
18:01:44,0.773,0.295,0.305
18:01:45,0.6,0.315,0.315
18:01:45,0.504,0.345,0.335
18:01:45,0.512,0.325,0.295
18:01:45,0.683,0.374,0.325
18:01:45,0.386,0.305,0.295
18:01:45,0.215,0.315,0.315
18:01:45,0.284,0.305,0.305
18:01:45,0.556,0.325,0.315
18:01:45,0.48,0.364,0.335
18:01:45,0.661,0.295,0.305
18:01:46,0.369,0.315,0.335
18:01:46,0.371,0.285,0.295
18:01:46,0.207,0.335,0.325
18:01:46,0.117,0.295,0.295
18:01:46,0.463,0.295,0.305
18:01:46,0.653,0.335,0.285
18:01:46,0.762,0.285,0.295
18:01:46,0.658,0.295,0.285
18:01:46,0.538,0.295,0.325
18:01:47,0.699,0.355,0.305
18:01:47,0.622,0.325,0.335
18:01:47,0.742,0.325,0.305
18:01:47,0.811,0.315,0.305
18:01:47,0.85,0.295,0.315
18:01:47,0.871,0.335,0.285
18:01:47,0.654,0.295,0.335
18:01:47,0.763,0.355,0.285
18:01:47,0.423,0.345,0.305
18:01:47,0.466,0.305,0.305
18:01:48,0.263,0.285,0.335
18:01:48,0.373,0.305,0.335
18:01:48,0.601,0.305,0.305
18:01:48,0.731,0.364,0.285
18:01:48,0.634,0.335,0.295
18:01:48,0.75,0.315,0.275
18:01:48,0.418,0.335,0.305
18:01:48,0.466,0.305,0.295
18:01:48,0.429,0.364,0.285
18:01:48,0.238,0.335,0.295
18:01:49,0.305,0.305,0.305
18:01:49,0.173,0.295,0.305
18:01:49,0.324,0.335,0.285
18:01:49,0.181,0.335,0.305
18:01:49,0.33,0.315,0.305
18:01:49,0.41,0.285,0.335
18:01:49,0.461,0.325,0.305
18:01:49,0.257,0.295,0.335
18:01:49,0.372,0.305,0.315
18:01:50,0.375,0.295,0.315
18:01:50,0.439,0.335,0.315
18:01:50,0.638,0.305,0.315
18:01:50,0.588,0.335,0.295
18:01:50,0.556,0.285,0.315
18:01:50,0.708,0.325,0.325
18:01:50,0.622,0.335,0.285
18:01:50,0.745,0.335,0.305
18:01:50,0.586,0.325,0.285
18:01:50,0.333,0.315,0.335
18:01:51,0.578,0.315,0.285
18:01:51,0.489,0.325,0.275
18:01:51,0.499,0.305,0.305
18:01:51,0.673,0.295,0.295
18:01:51,0.608,0.335,0.325
18:01:51,0.511,0.305,0.325
18:01:51,0.514,0.325,0.295
18:01:51,0.681,0.295,0.285
18:01:51,0.776,0.335,0.325
18:01:51,0.831,0.295,0.285
18:01:52,0.697,0.364,0.345
18:01:52,0.391,0.335,0.275
18:01:52,0.386,0.384,0.206
18:01:52,0.438,0.424,0.166
18:01:52,0.639,0.454,0.156
18:01:52,0.75,0.454,0.077
18:01:52,0.816,0.454,0.067
18:01:52,0.852,0.474,0.067
18:01:52,5.097,0.394,0.057
18:01:53,7.555,0.384,0.067
18:01:53,8.952,0.414,0.047
18:01:53,11.465,0.355,0.067
18:01:53,12.888,0.295,0.086
18:01:53,13.705,0.255,0.047
18:01:53,14.187,0.235,0.057
18:01:53,14.458,0.245,0.067
18:01:53,14.609,0.235,0.027
18:01:53,14.695,0.255,0.067
18:01:53,14.741,0.196,0.037
18:01:54,14.021,0.156,0.047
18:01:54,12.58,0.146,0.017
18:01:54,11.766,0.216,0.057
18:01:54,11.328,0.136,0.027
18:01:54,11.075,0.126,0.027
18:01:54,10.931,0.186,0.047
18:01:54,10.847,0.106,0.027
18:01:54,10.8,0.096,0.007
18:01:54,10.774,0.106,0.017
18:01:54,10.759,0.166,0.047
18:01:55,8.364,0.077,0.027
18:01:55,6.99,0.086,0.007
18:01:55,4.394,0.086,0.037
18:01:55,2.85,0.146,0.017
18:01:55,2.019,0.206,0.017
18:01:55,1.538,0.235,0.037
18:01:55,1.266,0.196,0.007
18:01:55,3.496,0.225,0
18:01:55,6.606,0.255,0.017
18:01:55,8.367,0.265,0.007
18:01:56,9.378,0.245,0
18:01:56,9.962,0.146,0.017
18:01:56,10.3,0.126,0.017
18:01:56,10.488,0.116,0
18:01:56,10.598,0.116,0.017
18:01:56,10.658,0.166,0
18:01:56,10.693,0.077,0
18:01:56,8.905,0.156,0
18:01:56,5.467,0.086,0
18:01:56,3.463,0.096,0.017
18:01:57,2.338,0.186,0
18:01:57,1.72,0.156,0.017
18:01:57,1.371,0.265,0
18:01:57,2.966,0.275,0
18:01:57,4.569,0.265,0.007
18:01:57,7.198,0.285,0
18:01:57,8.763,0.295,0
18:01:57,9.63,0.186,0
18:01:57,10.106,0.146,0
18:01:58,10.375,0.126,0.007
18:01:58,10.53,0.116,0
18:01:58,10.619,0.116,0
18:01:58,10.671,0.096,0.007
18:01:58,10.701,0.086,0
18:01:58,10.717,0.116,0.007
18:01:58,6.533,0.146,0
18:01:58,4.114,0.116,0
18:01:58,2.744,0.096,0.007
18:01:58,1.935,0.096,0
18:01:59,1.477,0.186,0.007
18:01:59,1.231,0.225,0
18:01:59,3.516,0.265,0
18:01:59,4.877,0.285,0.007
18:01:59,7.449,0.216,0
18:01:59,8.862,0.225,0
18:01:59,9.662,0.225,0.007
18:01:59,10.124,0.146,0
18:01:59,10.386,0.116,0
18:01:59,10.536,0.106,0.007
18:02:00,10.622,0.106,0
18:02:00,10.673,0.156,0
18:02:00,10.702,0.116,0
18:02:00,8.879,0.116,0
18:02:00,5.478,0.086,0.007
18:02:00,3.512,0.096,0
18:02:00,2.399,0.096,0
18:02:00,1.76,0.225,0
18:02:00,1.391,0.255,0.007
18:02:00,1.181,0.206,0
18:02:01,3.448,0.235,0.007
18:02:01,6.578,0.265,0
18:02:01,8.351,0.285,0
18:02:01,9.369,0.265,0
18:02:01,9.957,0.156,0.007
18:02:01,10.29,0.176,0
18:02:01,10.481,0.206,0
18:02:01,10.591,0.106,0
18:02:01,10.654,0.126,0.007
18:02:01,10.69,0.116,0
18:02:02,10.711,0.156,0
18:02:02,10.723,0.106,0.007
18:02:02,6.505,0.096,0
18:02:02,4.116,0.086,0
18:02:02,2.745,0.086,0
18:02:02,1.953,0.096,0.007
18:02:02,1.504,0.225,0
18:02:02,1.246,0.255,0.007
18:02:02,1.098,0.275,0
18:02:02,1.013,0.265,0
18:02:03,3.392,0.305,0
18:02:03,6.523,0.295,0.007
18:02:03,8.32,0.235,0
18:02:03,9.358,0.225,0
18:02:03,9.946,0.176,0
18:02:03,10.291,0.146,0.007
18:02:03,10.489,0.126,0
18:02:03,10.595,0.126,0.007
18:02:03,10.657,0.116,0
18:02:03,10.691,0.096,0
18:02:04,10.711,0.116,0.007
18:02:04,10.723,0.116,0
18:02:04,10.729,0.146,0
18:02:04,6.446,0.067,0
18:02:04,3.995,0.096,0
18:02:04,2.637,0.126,0
18:02:04,1.891,0.166,0.007
18:02:04,1.456,0.146,0
18:02:04,1.219,0.176,0
18:02:05,1.082,0.265,0
18:02:05,2.812,0.255,0
18:02:05,6.216,0.275,0
18:02:05,8.2,0.225,0
18:02:05,9.314,0.285,0
18:02:05,9.926,0.166,0
18:02:05,10.272,0.136,0
18:02:05,10.471,0.126,0
18:02:05,10.588,0.196,0
18:02:05,10.654,0.096,0
18:02:06,10.691,0.166,0
18:02:06,10.711,0.116,0
18:02:06,8.915,0.106,0
18:02:06,5.473,0.106,0
18:02:06,3.524,0.086,0
18:02:06,2.405,0.086,0
18:02:06,1.745,0.166,0
18:02:06,1.374,0.206,0
18:02:06,3.557,0.245,0
18:02:06,4.9,0.285,0
18:02:07,7.407,0.295,0
18:02:07,8.869,0.225,0
18:02:07,9.689,0.216,0
18:02:07,10.14,0.136,0
18:02:07,10.395,0.126,0
18:02:07,10.542,0.106,0
18:02:07,10.628,0.106,0
18:02:07,10.675,0.156,0
18:02:07,10.702,0.077,0
18:02:07,6.4,0.067,0
18:02:08,3.969,0.106,0
18:02:08,2.622,0.146,0
18:02:08,1.866,0.096,0
18:02:08,1.439,0.166,0
18:02:08,1.209,0.206,0
18:02:08,1.077,0.245,0
18:02:08,5.317,0.275,0
18:02:08,7.696,0.285,0
18:02:08,9.002,0.275,0
18:02:08,9.742,0.166,0
18:02:09,10.17,0.126,0
18:02:09,10.412,0.116,0
18:02:09,10.554,0.116,0
18:02:09,8.127,0.106,0
18:02:09,9.273,0.096,0
18:02:09,9.902,0.096,0
18:02:09,8.461,0.096,0
18:02:09,7.652,0.106,0
18:02:09,4.752,0.146,0
18:02:10,4.87,0.146,0
18:02:10,4.963,0.235,0
18:02:10,7.497,0.275,0
18:02:10,8.879,0.206,0
18:02:10,9.677,0.136,0
18:02:10,10.129,0.116,0
18:02:10,10.389,0.116,0
18:02:10,10.542,0.106,0
18:02:10,10.628,0.086,0
18:02:10,10.677,0.116,0
18:02:11,8.317,0.146,0
18:02:11,5.155,0.077,0
18:02:11,3.328,0.086,0
18:02:11,2.293,0.086,0
18:02:11,1.699,0.156,0
18:02:11,1.348,0.196,0
18:02:11,1.152,0.255,0
18:02:11,1.04,0.206,0
18:02:11,5.296,0.295,0
18:02:12,7.701,0.245,0
18:02:12,8.996,0.265,0
18:02:12,9.766,0.206,0
18:02:12,10.193,0.146,0
18:02:12,10.425,0.126,0
18:02:12,10.563,0.106,0
18:02:12,10.638,0.106,0
18:02:12,8.884,0.106,0
18:02:12,9.674,0.096,0
18:02:12,5.851,0.126,0
18:02:13,3.709,0.126,0
18:02:13,2.512,0.216,0
18:02:13,4.211,0.255,0
18:02:13,7.014,0.275,0
18:02:13,8.601,0.265,0
18:02:13,9.512,0.166,0
18:02:13,10.039,0.126,0
18:02:13,10.343,0.116,0
18:02:13,10.513,0.176,0
18:02:13,10.612,0.086,0
18:02:14,8.28,0.116,0
18:02:14,5.041,0.086,0
18:02:14,3.224,0.166,0
18:02:14,2.226,0.116,0
18:02:14,1.644,0.186,0
18:02:14,3.713,0.216,0
18:02:14,4.309,0.265,0
18:02:14,7.13,0.206,0
18:02:14,8.68,0.206,0
18:02:14,9.583,0.196,0
18:02:15,10.094,0.136,0
18:02:15,10.376,0.116,0
18:02:15,10.535,0.106,0
18:02:15,10.622,0.176,0
18:02:15,8.864,0.096,0
18:02:15,5.47,0.096,0
18:02:15,3.507,0.146,0
18:02:15,2.396,0.196,0
18:02:15,3.551,0.245,0
18:02:15,6.614,0.275,0
18:02:16,8.372,0.216,0
18:02:16,9.381,0.176,0
18:02:16,9.976,0.136,0
18:02:16,10.311,0.116,0
18:02:16,10.494,0.106,0
18:02:16,10.598,0.086,0
18:02:16,8.11,0.106,0
18:02:16,4.946,0.086,0
18:02:16,3.17,0.096,0
18:02:16,2.167,0.206,0
18:02:17,1.611,0.176,0
18:02:17,3.806,0.235,0
18:02:17,6.848,0.196,0
18:02:17,6.133,0.186,0
18:02:17,8.154,0.245,0
18:02:17,9.296,0.216,0
18:02:17,9.911,0.136,0
18:02:17,10.271,0.116,0
18:02:17,10.472,0.106,0
18:02:18,10.589,0.096,0
18:02:18,8.845,0.096,0
18:02:18,9.658,0.096,0
18:02:18,5.842,0.096,0
18:02:18,3.72,0.126,0
18:02:18,4.895,0.166,0
18:02:18,3.154,0.245,0
18:02:18,4.667,0.196,0
18:02:18,7.331,0.265,0
18:02:18,8.794,0.235,0
18:02:19,9.623,0.166,0
18:02:19,10.098,0.126,0
18:02:19,10.373,0.116,0
18:02:19,10.532,0.106,0
18:02:19,8.073,0.096,0
18:02:19,7.435,0.096,0
18:02:19,8.843,0.116,0
18:02:19,5.432,0.196,0
18:02:19,3.5,0.235,0
18:02:19,4.199,0.275,0
18:02:20,7.007,0.275,0
18:02:20,8.598,0.235,0
18:02:20,9.51,0.176,0
18:02:20,10.049,0.176,0
18:02:20,10.351,0.106,0
18:02:20,10.522,0.106,0
18:02:20,10.617,0.086,0
18:02:20,8.283,0.126,0
18:02:20,9.36,0.116,0
18:02:20,5.754,0.106,0
18:02:21,3.67,0.126,0
18:02:21,2.454,0.235,0
18:02:21,1.787,0.235,0
18:02:21,3.907,0.245,0
18:02:21,6.905,0.265,0
18:02:21,8.551,0.206,0
18:02:21,9.483,0.156,0
18:02:21,10.018,0.136,0
18:02:21,10.327,0.126,0
18:02:21,10.502,0.116,0
18:02:22,10.604,0.106,0
18:02:22,10.663,0.126,0
18:02:22,10.695,0.116,0
18:02:22,6.366,0.146,0
18:02:22,3.967,0.096,0
18:02:22,2.65,0.116,0
18:02:22,1.882,0.096,0
18:02:22,1.451,0.196,0
18:02:22,3.717,0.235,0
18:02:23,4.289,0.275,0
18:02:23,5.3,0.216,0
18:02:23,7.687,0.235,0
18:02:23,8.997,0.216,0
18:02:23,9.761,0.216,0
18:02:23,10.178,0.176,0
18:02:23,10.418,0.116,0
18:02:23,10.555,0.106,0
18:02:23,10.635,0.106,0
18:02:23,10.68,0.136,0
18:02:24,8.319,0.116,0
18:02:24,5.133,0.086,0
18:02:24,3.275,0.096,0
18:02:24,2.255,0.106,0
18:02:24,1.66,0.196,0
18:02:24,1.327,0.225,0
18:02:24,1.138,0.275,0
18:02:24,1.034,0.216,0
18:02:24,3.404,0.265,0
18:02:24,6.622,0.285,0
18:02:25,8.441,0.305,0
18:02:25,9.449,0.206,0
18:02:25,10.015,0.176,0
18:02:25,10.335,0.136,0
18:02:25,10.512,0.136,0
18:02:25,10.612,0.116,0
18:02:25,10.667,0.106,0
18:02:25,10.698,0.166,0
18:02:25,10.715,0.126,0
18:02:26,8.216,0.146,0
18:02:26,4.983,0.077,0
18:02:26,3.191,0.086,0
18:02:26,2.178,0.086,0
18:02:26,1.617,0.196,0
18:02:26,1.309,0.235,0
18:02:26,1.13,0.186,0
18:02:26,1.032,0.206,0
18:02:26,5.2,0.235,0
18:02:26,7.613,0.255,0
18:02:27,8.955,0.245,0
18:02:27,9.738,0.255,0
18:02:27,10.177,0.136,0
18:02:27,10.425,0.126,0
18:02:27,10.562,0.106,0
18:02:27,10.64,0.106,0
18:02:27,10.683,0.126,0
18:02:27,8.279,0.077,0
18:02:27,6.941,0.086,0
18:02:27,4.366,0.086,0
18:02:28,2.834,0.096,0
18:02:28,1.985,0.206,0
18:02:28,1.519,0.245,0
18:02:28,3.757,0.196,0
18:02:28,2.539,0.225,0
18:02:28,6.163,0.255,0
18:02:28,8.171,0.295,0
18:02:28,9.281,0.275,0
18:02:28,9.902,0.166,0
18:02:28,10.259,0.136,0
18:02:29,10.465,0.176,0
18:02:29,10.581,0.116,0
18:02:29,10.648,0.106,0
18:02:29,10.687,0.096,0
18:02:29,8.323,0.077,0
18:02:29,6.966,0.086,0
18:02:29,4.361,0.106,0
18:02:29,4.693,0.096,0
18:02:29,5.567,0.166,0
18:02:30,7.771,0.225,0
18:02:30,9.036,0.146,0
18:02:30,9.767,0.106,0
18:02:30,8.373,0.106,0
18:02:30,9.381,0.116,0
18:02:30,9.964,0.106,0
18:02:30,6.1,0.096,0
18:02:30,3.884,0.106,0
18:02:30,2.602,0.216,0
18:02:30,1.855,0.245,0
18:02:31,5.67,0.255,0
18:02:31,7.894,0.245,0
18:02:31,9.142,0.196,0
18:02:31,9.848,0.136,0
18:02:31,10.238,0.116,0
18:02:31,10.459,0.096,0
18:02:31,10.578,0.096,0
18:02:31,8.219,0.096,0
18:02:31,9.293,0.086,0
18:02:31,9.909,0.116,0
18:02:32,7.838,0.086,0
18:02:32,4.88,0.086,0
18:02:32,3.184,0.096,0
18:02:32,2.203,0.146,0
18:02:32,1.631,0.206,0
18:02:32,1.308,0.245,0
18:02:32,3.52,0.275,0
18:02:32,6.688,0.216,0
18:02:32,8.478,0.245,0
18:02:32,9.47,0.245,0
18:02:33,10.014,0.146,0
18:02:33,10.323,0.126,0
18:02:33,10.5,0.116,0
18:02:33,10.602,0.116,0
18:02:33,10.66,0.106,0
18:02:33,8.307,0.156,0
18:02:33,7.543,0.086,0
18:02:33,4.628,0.166,0
18:02:33,7.252,0.096,0
18:02:33,4.464,0.206,0
18:02:34,2.945,0.225,0
18:02:34,6.389,0.255,0
18:02:34,8.298,0.196,0
18:02:34,9.346,0.176,0
18:02:34,9.957,0.146,0
18:02:34,10.302,0.196,0
18:02:34,10.488,0.106,0
18:02:34,10.598,0.096,0
18:02:34,10.658,0.116,0
18:02:35,8.885,0.077,0
18:02:35,5.481,0.116,0
18:02:35,3.514,0.096,0
18:02:35,2.4,0.086,0
18:02:35,1.746,0.156,0
18:02:35,1.372,0.245,0
18:02:35,1.165,0.225,0
18:02:35,5.276,0.255,0
18:02:35,7.604,0.275,0
18:02:35,8.98,0.216,0
18:02:36,9.751,0.166,0
18:02:36,10.184,0.136,0
18:02:36,10.422,0.126,0
18:02:36,10.557,0.116,0
18:02:36,10.637,0.106,0
18:02:36,10.681,0.126,0
18:02:36,10.706,0.077,0
18:02:36,6.925428382,0.067,0
18:02:36,6.923665556,0.086,0
18:02:36,6.92190273,0.166,0
18:02:37,6.920139905,0.216,0
18:02:37,6.918377079,0.265,0
18:02:37,6.916614253,0.305,0
18:02:37,6.914851428,0.295,0
18:02:37,6.913088602,0.315,0
18:02:37,6.911325776,0.335,0
18:02:37,10.004,0.325,0
18:02:37,12.125,0.275,0
18:02:37,13.301,0.275,0
18:02:37,13.946,0.225,0
18:02:38,14.322,0.245,0
18:02:38,14.528,0.166,0
18:02:38,15.278,0.206,0
18:02:38,15.076,0.146,0
18:02:38,14.96,0.136,0
18:02:38,14.893,0.126,0
18:02:38,13.869,0.116,0
18:02:38,13.284,0.116,0
18:02:38,12.167,0.146,0
18:02:38,11.553,0.196,0
18:02:39,11.193,0.245,0
18:02:39,10.998,0.216,0
18:02:39,12.632,0.245,0
18:02:39,13.585,0.265,0
18:02:39,14.108,0.206,0
18:02:39,14.407,0.156,0
18:02:39,14.581,0.146,0
18:02:39,14.679,0.136,0
18:02:39,13.697,0.126,0
18:02:40,14.183,0.126,0
18:02:40,12.66,0.126,0
18:02:40,11.817,0.206,0
18:02:40,11.35,0.206,0
18:02:40,11.082,0.275,0
18:02:40,12.68,0.275,0
18:02:40,13.592,0.245,0
18:02:40,14.12,0.245,0
18:02:40,14.422,0.156,0
18:02:40,14.59,0.176,0
18:02:41,14.682,0.136,0
18:02:41,13.748,0.116,0
18:02:41,12.427,0.166,0
18:02:41,12.469,0.166,0
18:02:41,11.709,0.225,0
18:02:41,12.045,0.245,0
18:02:41,11.488,0.225,0
18:02:41,12.943,0.275,0
18:02:41,13.765,0.245,0
18:02:41,14.221,0.216,0
18:02:42,14.471,0.146,0
18:02:42,14.617,0.126,0
18:02:42,14.7,0.136,0
18:02:42,12.961,0.126,0
18:02:42,12.007,0.166,0
18:02:42,11.446,0.196,0
18:02:42,11.135,0.235,0
18:02:42,12.711,0.216,0
18:02:42,13.629,0.275,0
18:02:43,14.148,0.216,0
18:02:43,14.436,0.156,0
18:02:43,14.597,0.146,0
18:02:43,13.7,0.166,0
18:02:43,13.437,0.156,0
18:02:43,14.024,0.196,0
18:02:43,14.366,0.126,0
18:02:43,12.82,0.126,0
18:02:43,11.9,0.156,0
18:02:43,11.401,0.186,0
18:02:44,11.116,0.206,0
18:02:44,11.714,0.245,0
18:02:44,13.07,0.225,0
18:02:44,13.82,0.206,0
18:02:44,14.239,0.225,0
18:02:44,14.489,0.166,0
18:02:44,14.627,0.146,0
18:02:44,14.704,0.136,0
18:02:44,14.748,0.116,0
18:02:44,13.039,0.116,0
18:02:45,12.051,0.136,0
18:02:45,11.475,0.225,0
18:02:45,11.152,0.225,0
18:02:45,11.729,0.255,0
18:02:45,13.078,0.285,0
18:02:45,13.841,0.206,0
18:02:45,14.263,0.176,0
18:02:45,14.495,0.146,0
18:02:45,14.631,0.136,0
18:02:46,14.707,0.136,0
18:02:46,12.965,0.126,0
18:02:46,11.988,0.146,0
18:02:46,12.433,0.176,0
18:02:46,13.474,0.225,0
18:02:46,13.046,0.166,0
18:02:46,13.817,0.196,0
18:02:46,14.253,0.206,0
18:02:46,14.495,0.136,0
18:02:46,12.846,0.136,0
18:02:47,11.934,0.156,0
18:02:47,11.424,0.206,0
18:02:47,11.121,0.255,0
18:02:47,12.737,0.295,0
18:02:47,13.644,0.206,0
18:02:47,14.157,0.245,0
18:02:47,14.432,0.166,0
18:02:47,14.592,0.146,0
18:02:47,14.682,0.136,0
18:02:47,14.734,0.126,0
18:02:48,14.764,0.136,0
18:02:48,13.048,0.116,0
18:02:48,12.034,0.186,0
18:02:48,11.461,0.156,0
18:02:48,11.151,0.186,0
18:02:48,10.968,0.255,0
18:02:48,10.867,0.295,0
18:02:48,11.815,0.305,0
18:02:48,13.126,0.275,0
18:02:48,13.862,0.216,0
18:02:49,14.27,0.206,0
18:02:49,14.497,0.196,0
18:02:49,14.629,0.146,0
18:02:49,14.706,0.136,0
18:02:49,12.964,0.136,0
18:02:49,12.74,0.196,0
18:02:49,11.881,0.225,0
18:02:49,11.39,0.285,0
18:02:49,12.888,0.225,0
18:02:50,13.735,0.225,0
18:02:50,14.19,0.235,0
18:02:50,14.452,0.146,0
18:02:50,14.603,0.136,0
18:02:50,14.688,0.126,0
18:02:50,14.739,0.116,0
18:02:50,13.008,0.116,0
18:02:50,12.041,0.166,0
18:02:50,11.465,0.235,0
18:02:50,11.146,0.196,0
18:02:51,10.967,0.245,0
18:02:51,11.854,0.225,0
18:02:51,13.149,0.225,0
18:02:51,13.859,0.206,0
18:02:51,14.265,0.186,0
18:02:51,14.495,0.156,0
18:02:51,14.631,0.136,0
18:02:51,14.707,0.126,0
18:02:51,13.762,0.116,0
18:02:51,13.224,0.126,0
18:02:52,12.156,0.176,0
18:02:52,11.547,0.235,0
18:02:52,11.192,0.265,0
18:02:52,11.735,0.295,0
18:02:52,13.082,0.255,0
18:02:52,13.837,0.235,0
18:02:52,14.264,0.176,0
18:02:52,14.501,0.156,0
18:02:52,14.635,0.136,0
18:02:52,13.721,0.126,0
18:02:53,13.2,0.176,0
18:02:53,12.119,0.245,0
18:02:53,11.513,0.206,0
18:02:53,12.208,0.255,0
18:02:53,13.347,0.255,0
18:02:53,13.991,0.196,0
18:02:53,14.348,0.166,0
18:02:53,14.543,0.146,0
18:02:53,14.658,0.126,0
18:02:54,13.685,0.116,0
18:02:54,13.142,0.126,0
18:02:54,12.087,0.206,0
18:02:54,11.504,0.235,0
18:02:54,11.168,0.196,0
18:02:54,12.741,0.245,0
18:02:54,12.873,0.275,0
18:02:54,13.72,0.216,0
18:02:54,14.199,0.186,0
18:02:54,14.464,0.166,0
18:02:55,14.611,0.146,0
18:02:55,14.693,0.136,0
18:02:55,13.705,0.116,0
18:02:55,12.394,0.136,0
18:02:55,11.683,0.186,0
18:02:55,11.277,0.225,0
18:02:55,11.046,0.245,0
18:02:55,11.901,0.225,0
18:02:55,13.184,0.275,0
18:02:55,13.895,0.245,0
18:02:56,14.285,0.176,0
18:02:56,14.513,0.146,0
18:02:56,14.64,0.146,0
18:02:56,13.676,0.136,0
18:02:56,12.386,0.146,0
18:02:56,11.673,0.225,0
18:02:56,11.275,0.265,0
18:02:56,11.046,0.295,0
18:02:56,12.707,0.235,0
18:02:57,13.601,0.225,0
18:02:57,14.117,0.245,0
18:02:57,14.41,0.156,0
18:02:57,14.581,0.156,0
18:02:57,14.678,0.136,0
18:02:57,14.733,0.126,0
18:02:57,14.763,0.126,0
18:02:57,13.035,0.116,0
18:02:57,12.056,0.136,0
18:02:57,11.49,0.156,0
18:02:58,11.16,0.225,0
18:02:58,10.979,0.255,0
18:02:58,10.876,0.225,0
18:02:58,12.599,0.285,0
18:02:58,13.546,0.235,0
18:02:58,14.098,0.245,0
18:02:58,14.408,0.166,0
18:02:58,14.583,0.146,0
18:02:58,14.68,0.136,0
18:02:58,13.698,0.126,0
18:02:59,12.399,0.136,0
18:02:59,11.68,0.196,0
18:02:59,11.279,0.225,0
18:02:59,12.826,0.275,0
18:02:59,11.923,0.265,0
18:02:59,13.151,0.235,0
18:02:59,13.861,0.206,0
18:02:59,14.274,0.166,0
18:02:59,14.5,0.146,0
18:02:59,14.63,0.136,0
18:03:00,13.718,0.136,0
18:03:00,14.195,0.136,0
18:03:00,12.667,0.146,0
18:03:00,11.821,0.206,0
18:03:00,11.342,0.186,0
18:03:00,11.077,0.265,0
18:03:00,10.932,0.265,0
18:03:00,11.835,0.295,0
